bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,summary
175,City of Glass (The New York Trilogy  #1),Paul Auster,3.79,140097317,9.78E+12,eng,203,12410,734,04-07-1987,Penguin Books,
176,Ghosts (The New York Trilogy  #2),Paul Auster,3.64,014009735X,9.78E+12,eng,96,3672,195,07-07-1987,Penguin Books,
177,The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,940650762,9.78E+12,eng,179,2998,164,11-01-1986,Sun and Moon Press,
178,Pyramids of Montauk: Explorations in Consciousness,Peter Moon/Preston B. Nichols/Nina Helms,3.89,963188925,9.78E+12,eng,256,74,2,01-01-1995,Sky Books (NY),
179,The Brooklyn Follies,Paul Auster,3.84,312426232,9.78E+12,eng,306,17977,1157,10/17/2006,Picador,
180,Moon Palace,Paul Auster,3.94,140115854,9.78E+12,eng,320,16099,503,04-01-1990,Penguin Books,
181,The Music of Chance,Paul Auster,3.9,140154078,9.78E+12,en-US,217,361,36,12-01-1991,Penguin Books,
182,Travels in the Scriptorium,Paul Auster,3.23,805081453,9.78E+12,eng,145,6688,562,1/23/2007,Henry Holt & Company,
183,Leviathan,Paul Auster,3.96,140178139,9.78E+12,eng,275,11744,443,09-01-1993,Penguin Books,
184,The Red Notebook: True Stories,Paul Auster,3.77,811214982,9.78E+12,eng,104,2390,120,6/17/2002,New Directions,
185,Timbuktu / Leviathan / Moon Palace,Paul Auster,4.38,2742741461,9.78E+12,fre,1075,21,1,11-07-2002,Actes Sud,
186,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,143036556,9.78E+12,eng,608,52522,2780,12/27/2005,Penguin Books Ltd. (London),
187,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.4,446579785,9.78E+12,en-US,211,213,26,02-01-2006,Business Plus,
188,Collapse of Complex Societies,Joseph A. Tainter,4.15,052138673X,9.78E+12,eng,262,719,86,3/29/1990,Cambridge University Press,
189,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.8,743203046,9.78E+12,eng,544,4762,512,08-07-2001,Simon  Schuster,
190,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,3.91,034543871X,9.78E+12,eng,272,62,4,1/29/2002,Ballantine Books,
191,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,4.39,393318281,9.78E+12,eng,576,278,20,9/17/1998,W. W. Norton  Company,
192,My Inventions,Nikola Tesla,4.01,1599869942,9.78E+12,eng,88,2862,262,5/17/2006,Filiquarian Publishing  LLC.,
193,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer/William H. Terbo,3.78,806519606,9.78E+12,eng,542,2829,334,02-01-2001,Citadel,
194,Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,3.93,822549204,9.78E+12,eng,144,105,5,10-01-1994,Lerner Publications,
195,Tesla Papers,Nikola Tesla/David Hatcher Childress,4.13,932813860,9.78E+12,eng,100,102,2,12-01-2000,Adventures Unlimited Press,
196,Boys of Summer,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,3.77,373792689,9.78E+12,eng,249,478,12,6/27/2006,Harlequin Blaze,
197,Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas/Chad Fowler/Andy Hunt,4.03,974514055,9.78E+12,en-US,828,1577,49,10-11-2004,Pragmatic Bookshelf,
198,Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,3.95,764585975,9.78E+12,eng,112,73,8,6/13/2000,Cliffs Notes,
199,Lord of the Flies,William Golding,3.68,307281701,9.78E+12,eng,6,408,96,10-11-2005,Listening Library (Audio),
200,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,812969707,9.78E+12,eng,397,1693,100,09-12-2006,Random House,
201,We Were Not Like Other People,Ephraim Sevela/Antonina W. Bouis,4.14,60255080,9.78E+12,eng,216,1,0,01-01-1989,HarperCollins Publishers,
202,The Lovely Bones,Alice Sebold,3.81,330485385,9.78E+12,en-GB,328,6485,966,06-01-2003,Picador,
203,Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.8,345360354,9.78E+12,eng,224,1371,43,5/13/1990,Ballantine Books,
204,The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea/Molly E. Holzschlag,3.98,321303474,7.85E+11,en-US,296,793,28,2/17/2005,Peachpit Press,
205,HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.8,321430840,9.78E+12,en-US,456,549,42,08-01-2006,Peachpit Press,
206,1000 Record Covers,Michael Ochs/Patrick Javault/Ulrike Wasel,3.85,3822840858,9.78E+12,mul,575,288,31,5/15/2005,Taschen,
207,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,743264460,9.78E+12,eng,245,26381,1109,6/13/2006,Scribner,
208,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.73,743236017,9.78E+12,eng,272,62089,3324,07-02-2004,Scribner,
209,Vice (V  #8),Jane Feather,3.51,553572490,9.78E+12,eng,419,474,19,05-02-1996,Bantam,
210,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,3.77,60589469,9.78E+12,eng,540,166046,6446,4/25/2006,HarperTorch,
211,Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,802789471,9.78E+12,eng,32,1773,274,04-01-2005,Walker & Company,
212,Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto/Thomas J. Steele,3.72,688060692,9.78E+12,en-GB,408,286,10,11/19/1990,William Morrow Paperbacks,
213,Motorcycle Basics Techbook,John Harold Haynes,3.85,185960515X,9.78E+12,eng,222,40,2,07-05-2002,Haynes Manuals N. America  Inc.,
214,LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M. Fishel/Bill Gardner,3.93,1592530877,9.78E+12,eng,191,27,0,09-01-2004,Rockport Publishers,
215,The Death of Ivan Ilych And Other Stories,Leo Tolstoy/Hugh McLean,4.11,451528808,9.78E+12,eng,304,7300,266,04-01-2003,Signet Classics,
216,War and Peace,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,4.11,192833987,9.78E+12,eng,1392,211671,6245,6/25/1998,Oxford University Press,
217,The Kingdom of God Is Within You,Leo Tolstoy/Constance Garnett,4.13,486451380,9.78E+12,eng,352,2403,210,09-08-2006,Dover Publications,
218,Atlas Shrugged,Ayn Rand/Leonard Peikoff,3.69,452011876,9.78E+12,eng,1168,322483,14702,08-01-1999,Plume,
219,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,451163087,9.78E+12,eng,224,2750,108,12-01-1963,Signet Book,
220,The Fountainhead,Ayn Rand,3.87,452286751,9.78E+12,en-US,752,1886,229,4/26/2005,Dutton,
221,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,3.51,451163931,9.78E+12,eng,176,11462,467,11-01-1964,Signet,
222,Anthem,Ayn Rand,3.63,452281253,9.78E+12,eng,105,110952,7277,12-01-1999,NAL,
223,We the Living,Ayn Rand/Leonard Peikoff,3.91,451187849,9.78E+12,eng,464,23199,1086,01-01-1996,Signet,
224,Capitalism: The Unknown Ideal,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,451147952,9.78E+12,eng,340,3501,153,7/15/1986,Signet,
225,Letters of Ayn Rand,Ayn Rand/Michael S. Berliner/Leonard Peikoff,3.96,452274044,9.78E+12,eng,681,18,2,02-01-1997,NAL,
226,Sailing for Dummies,J.J. Isler/Peter Isler,3.95,471791431,9.78E+12,eng,416,150,7,06-01-2006,For Dummies,
227,Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.88,553803816,9.78E+12,eng,368,646,83,7/25/2006,Delacorte Press,
228,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,375755195,9.78E+12,eng,192,12180,630,9/17/2002,Random House Trade Paperbacks,
229,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.62,1592283195,9.78E+12,eng,286,51,5,04-01-2004,Lyons Press,
230,"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.09,975599518,9.78E+12,en-US,571,1601,284,01-01-2004,Alliance Publishing,
231,The Natural,Bernard Malamud/Kevin Baker,3.63,374502005,9.78E+12,eng,231,8854,672,07-07-2003,Farrar Straus Giroux,
232,Digging to America,Anne Tyler,3.55,307263940,9.78E+12,eng,277,17155,1841,05-02-2006,Alfred A. Knopf,
233,Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,3.77,312405545,9.78E+12,eng,826,44,3,1/21/2004,Bedford Books,
234,Modern Latin America,Thomas E. Skidmore/Peter H. Smith,3.59,019517013X,9.78E+12,en-US,528,234,11,10-07-2004,Oxford University Press  USA,
235,The Plot Against America,Philip Roth,3.77,1400079497,9.78E+12,eng,391,33321,2925,9/27/2005,Vintage International,
236,Naked Pictures of Famous People,Jon   Stewart,3.59,688171621,9.78E+12,en-GB,164,8703,417,9/22/1999,Dey Street Books,
237,Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,60932686,9.78E+12,eng,352,6375,179,5/13/2008,Harper Perennial Modern Classics,
238,Crónica de una muerte anunciada,Gabriel García Márquez,3.97,1400034957,9.78E+12,spa,118,7888,411,10/14/2003,Vintage Espanol,
239,Del amor y otros demonios,Gabriel García Márquez,3.98,307350444,9.78E+12,spa,176,4508,278,02-07-2006,Plaza y Janes,
240,Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,140003454X,9.78E+12,eng,533,397,47,10-12-2004,Vintage,
241,Memoria de mis putas tristes,Gabriel García Márquez,3.6,1400095808,9.78E+12,spa,112,5856,377,10/19/2004,Vintage Espanol,
242,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,375708111,9.78E+12,eng,425,32569,1058,09-02-2004,Vintage Books USA,
243,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,086171492X,9.78E+12,eng,288,37,6,5/15/2005,Wisdom Publications,
244,The Mini Rough Guide to London,Rob Humphreys/Beth Chaplin/Rebecca Morrill,3.75,184353584X,9.78E+12,eng,363,1,0,04-01-2006,Rough Guides,
245,Best of London (Lonely Planet Best Of),Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,1740594770,9.78E+12,eng,128,11,0,09-01-2004,Lonely Planet,
246,Lonely Planet Londres,Lonely Planet/Sarah Johnstone/Tom Masters,4.03,8408064762,9.79E+12,spa,480,0,0,05-01-2006,Geoplaneta,
247,Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet/Mark Honan,0,1740592050,9.78E+12,eng,295,0,0,09-01-2001,Lonely Planet,
248,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.88,618710531,9.78E+12,eng,287,6870,237,04-04-2006,Mariner Books,
249,Cryptonomicon,Neal Stephenson,4.25,60512806,9.78E+12,eng,1139,83184,4249,11-01-2002,Avon,
250,Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,4.1,2228894168,9.78E+12,fre,418,5,0,3/31/2001,Payot,
251,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,60733357,9.78E+12,en-US,815,19320,565,6/14/2005,William Morrow Paperbacks,
252,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,60593083,9.78E+12,eng,927,30872,1735,9/21/2004,HarperCollins Perennial,
253,The Cobweb,Neal Stephenson/J. Frederick George,3.61,553383442,9.78E+12,eng,448,2465,137,5/31/2005,Spectra Books,
254,The Big U,Neal Stephenson,3.25,380816032,9.78E+12,en-US,308,4657,223,02-06-2001,William Morrow Paperbacks,
255,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,4.19,553380966,9.78E+12,eng,499,71042,2767,05-02-2000,Spectra,
256,Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,553383434,9.78E+12,eng,640,4731,270,5/31/2005,Spectra,
257,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.2,60833181,9.78E+12,en-US,464,1567,65,3/28/2006,HarperTorch,
258,Snow Crash,Neal Stephenson/Guy Abadia,4.03,553380958,9.78E+12,eng,438,188100,6612,08-02-2000,Bantam Books,
259,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,4.16,1880685353,9.78E+12,eng,450,1474,30,06-01-2005,Two Plus Two Publishing LLC,
260,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,4.24,1880685337,9.78E+12,eng,381,1929,72,12-01-2004,Two Plus Two Publishing LLC,
261,The Design of Everyday Things,Donald A. Norman,4.17,465067107,9.78E+12,eng,240,18602,1379,9/19/2002,Basic Books,
262,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.95,465051367,9.78E+12,eng,272,3702,149,05-11-2005,Basic Books,
263,The Psychology of Everyday Things,Donald A. Norman,4.17,465067093,9.78E+12,eng,257,265,31,6/13/1988,Basic Books,
264,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,4.27,898709199,9.78E+12,en-GB,259,51,7,4/30/2006,Ignatius Press,
265,The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,60887966,9.78E+12,eng,192,920,76,05-02-2006,HarperOne,
266,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,4.57,142150460X,9.78E+12,eng,192,9013,153,9/19/2006,VIZ Media LLC,
267,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,4.56,1591169259,9.78E+12,eng,192,16666,299,9/13/2005,VIZ Media LLC,
268,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,4.57,1421504596,9.78E+12,eng,192,11451,161,7/18/2006,VIZ Media LLC,
269,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,4.5,1591169208,9.78E+12,eng,192,111091,1427,05-03-2005,VIZ Media LLC,
270,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa/Akira Watanabe,4.55,1591169291,9.78E+12,eng,200,10752,294,11-08-2005,VIZ Media LLC,
271,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,3.86,006019250X,9.78E+12,en-US,198,251,32,11-01-1998,HarperCollins Publishers,
272,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,4.52,1591169232,9.78E+12,eng,192,14923,419,07-05-2005,VIZ Media LLC,
273,Pompeii,Robert   Harris,3.82,812974611,9.78E+12,eng,274,26922,1726,11-08-2005,Random House Trade Paperbacks,
274,The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,3.6,158715739X,9.78E+12,eng,360,1156,68,12-03-2002,Borgo Press,
275,Of Mice and Men,John Steinbeck,3.87,142000671,9.78E+12,eng,103,1755253,25554,01-08-2002,Penguin Books,
276,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,60554738,9.78E+12,en-US,464,20529,1592,09-06-2005,It Books,
277,The Westing Game,Ellen Raskin,4.02,014240120X,9.78E+12,eng,182,142121,8782,04-12-2004,Puffin,
278,The Egypt Game,Zilpha Keatley Snyder,3.83,808553038,9.78E+12,eng,215,30231,1130,07-07-2009,Turtleback Books,
279,Memoirs of a Geisha,Arthur Golden,4.11,1400096898,9.78E+12,eng,503,280309,3703,11/22/2005,Vintage Books USA,
280,Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,4.08,1557046832,9.78E+12,eng,144,145,8,10/20/2005,Newmarket Press,
281,Geisha of Gion,Mineko Iwasaki/Rande Brown,3.93,074343059X,9.78E+12,eng,334,1556,158,05-06-2003,Pocket Books,
282,Love As A Foreign Language #5,J. Torres/Eric  Kim,3.44,1932664394,9.78E+12,eng,58,9,2,02-01-2006,Oni Press,
283,Jungle Love,Margaret Johnson/Philip Prowse,3.41,521750849,9.78E+12,eng,95,59,7,08-01-2002,Cambridge University Press,
284,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.7,802415318,9.78E+12,eng,0,22,4,01-01-2005,Moody Publishers,
285,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,1416524797,9.78E+12,eng,736,2418736,21303,04-01-2006,Pocket Books,
286,Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.89,849561877X,9.79E+12,spa,508,196,20,12-01-2005,Umbriel,
287,Angeles & Demonios,Dan Brown/Raúl Amundaray,3.89,972859896,9.78E+12,spa,18,65,7,12-01-2005,FonoLibro,
288,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,307277674,9.78E+12,eng,489,1679706,35877,3/28/2006,Anchor,
289,The Da Vinci Code,Dan Brown,3.84,076792603X,9.78E+12,eng,467,1120,105,3/28/2006,Broadway Books,
290,Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,3.84,2266144340,9.78E+12,fre,744,377,16,05-03-2005,Pocket,
291,Deception Point,Dan Brown,3.71,1416524800,9.78E+12,eng,736,4919,410,04-01-2006,Pocket Books,
292,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,078601606X,9.78E+12,eng,383,456,41,02-01-2005,Pinnacle,
293,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,4.03,671015206,9.78E+12,eng,258,61760,2600,10-01-1998,Gallery Books,
294,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,1585424331,9.78E+12,eng,320,88897,2334,09-01-2005,Tarcherperigee,
295,Think and Grow Rich,Napoleon Hill,4.18,1932429239,9.78E+12,eng,368,48,9,08-07-2004,High Roads Media,
296,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,977616657,9.78E+12,eng,256,173,14,06-07-2006,Pragmatic Bookshelf,
297,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,1563410907,9.78E+12,en-US,288,253,17,06-01-2005,Firebrand Books,
298,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,3.66,345479173,9.78E+12,en-US,384,12748,948,12/28/2004,Ballantine Books,
299,The Richest Man in Babylon,George S. Clason,4.26,451205367,9.78E+12,eng,194,76451,3400,02-01-2008,Berkley Books,
300,Shibumi,Trevanian/Gisela Stege,4.21,1400098033,9.78E+12,eng,480,9498,637,05-10-2005,Broadway Books,
301,1776,David McCullough,4.07,743226720,9.78E+12,eng,386,166916,6243,07-04-2006,Simon  Schuster,
302,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.62,226014908,9.78E+12,eng,284,31,5,7/15/2000,University of Chicago Press,
303,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,1416500189,9.78E+12,eng,418,200744,7656,03-04-2009,Howard Publishing Co,
304,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,310258979,9.78E+12,eng,5,26,2,3/15/2005,Zondervan,
305,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,60838582,9.78E+12,eng,399,190039,4922,07-05-2005,Harper Perennial,
306,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,141006870,9.78E+12,eng,384,811,77,04-04-2002,Penguin Books,
307,Snow Flower and the Secret Fan,Lisa See,4.07,812968069,9.78E+12,eng,269,297533,14935,2/21/2006,Random House,
308,The Broker,John Grisham,3.78,385340540,9.78E+12,eng,422,72361,2334,9/26/2006,Delta,
309,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,394720245,9.78E+12,eng,1344,11208,1237,07-12-1975,Vintage,
310,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,345480600,9.78E+12,eng,320,28,1,7/25/2006,Ballantine Books,
311,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,3.74,60193395,9.78E+12,en-US,201,3877,275,06-10-1999,HarperCollins Publishers  Inc.,
312,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,3.65,1579546013,9.78E+12,en-US,288,401,63,04-01-2005,Rodale Books,
313,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,972018417,9.78E+12,eng,405,814,51,11/26/2003,High Point Media,
314,The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,4.13,471743674,9.78E+12,en-US,245,228,16,10-01-2005,John Wiley & Sons,
315,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,4.07,471430455,9.78E+12,eng,432,39,1,4/18/2003,Wiley,
316,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,3.15,805431578,9.78E+12,eng,368,26,8,5/15/2005,B Books,
317,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,3.99,679838864,9.78E+12,en-US,68,11178,623,2/16/1993,Random House Books for Young Readers,
